10
0.215 0.184 -0.093
-0.024 0.077 0.286
0.139 0.245 -0.047
-0.127 0.057 -0.495
-0.154 0.134 -0.161
0.211 0.139 0.040
-0.028 0.354 0.057
0.024 0.026 -0.273
0.093 0.218 -0.251
0.149 0.066 0.390

10
0.430 0.360 -0.186
-0.048 0.144 0.571
0.279 0.481 -0.095
-0.253 0.105 -0.991
-0.309 0.259 -0.322
0.422 0.270 0.080
-0.055 0.699 0.113
0.048 0.044 -0.546
0.186 0.427 -0.503
0.299 0.122 0.780

10
0.646 0.526 -0.279
-0.073 0.203 0.857
0.418 0.708 -0.142
-0.380 0.144 -1.486
-0.463 0.375 -0.484
0.632 0.392 0.120
-0.083 1.035 0.170
0.072 0.052 -0.819
0.279 0.628 -0.754
0.448 0.170 1.169

10
0.861 0.684 -0.372
-0.097 0.254 1.143
0.558 0.926 -0.189
-0.506 0.175 -1.982
-0.617 0.483 -0.645
0.843 0.504 0.160
-0.110 1.362 0.226
0.096 0.052 -1.092
0.372 0.819 -1.006
0.598 0.210 1.559

10
1.076 0.833 -0.465
-0.121 0.295 1.429
0.697 1.136 -0.237
-0.633 0.196 -2.477
-0.772 0.581 -0.806
1.054 0.608 0.200
-0.138 1.681 0.283
0.120 0.043 -1.364
0.466 1.002 -1.257
0.747 0.240 1.949

10
1.291 0.973 -0.558
-0.145 0.327 1.714
0.836 1.336 -0.284
-0.759 0.209 -2.973
-0.926 0.671 -0.967
1.265 0.704 0.240
-0.165 1.990 0.339
0.144 0.025 -1.637
0.559 1.176 -1.509
0.897 0.261 2.339

10
1.506 1.105 -0.651
-0.169 0.351 2.000
0.976 1.528 -0.331
-0.886 0.213 -3.468
-1.080 0.752 -1.128
1.475 0.790 0.280
-0.193 2.291 0.396
0.169 0.000 -1.910
0.652 1.341 -1.760
1.046 0.274 2.728

10
1.722 1.227 -0.744
-0.194 0.366 2.286
1.115 1.711 -0.379
-1.013 0.208 -3.963
-1.235 0.824 -1.290
1.686 0.868 0.320
-0.220 2.583 0.452
0.169 0.000 -1.910
0.745 1.497 -2.011
1.196 0.278 3.118

10
1.937 1.341 -0.837
-0.218 0.372 2.572
1.255 1.886 -0.426
-1.139 0.194 -4.459
-1.389 0.888 -1.451
1.897 0.937 0.360
-0.248 2.867 0.509
0.169 0.000 -1.910
0.838 1.645 -2.263
1.345 0.273 3.508

10
2.152 1.446 -0.930
-0.242 0.369 2.857
1.394 2.051 -0.473
-1.266 0.172 -4.954
-1.543 0.942 -1.612
2.108 0.996 0.400
-0.275 3.141 0.565
0.169 0.000 -1.910
0.931 1.784 -2.514
1.495 0.259 3.898

10
2.367 1.542 -1.023
-0.266 0.358 3.143
1.534 2.208 -0.521
-1.392 0.141 -5.450
-1.698 0.988 -1.773
2.318 1.048 0.440
-0.303 3.407 0.622
0.169 0.000 -1.910
1.024 1.913 -2.766
1.644 0.237 4.287

10
2.582 1.629 -1.116
-0.290 0.337 3.429
1.673 2.355 -0.568
-1.519 0.101 -5.945
-1.852 1.025 -1.934
2.529 1.090 0.480
-0.330 3.663 0.678
0.169 0.000 -1.910
1.117 2.034 -3.017
1.794 0.205 4.677

10
2.797 1.708 -1.209
-0.315 0.308 3.715
1.812 2.494 -0.615
-1.646 0.052 -6.441
-2.006 1.053 -2.096
2.740 1.123 0.520
-0.358 3.911 0.735
0.169 0.000 -1.910
1.210 2.147 -3.269
1.943 0.165 5.067

10
3.013 1.777 -1.302
-0.339 0.270 4.000
1.952 2.625 -0.663
-1.772 0.000 -6.936
-2.160 1.072 -2.257
2.951 1.148 0.560
-0.386 4.150 0.792
0.169 0.000 -1.910
1.303 2.250 -3.520
2.093 0.116 5.457

10
3.228 1.838 -1.395
-0.363 0.223 4.286
2.091 2.746 -0.710
-1.772 0.000 -6.936
-2.315 1.083 -2.418
3.161 1.164 0.600
-0.413 4.381 0.848
0.169 0.000 -1.910
1.397 2.345 -3.771
2.242 0.058 5.847

10
3.443 1.890 -1.488
-0.387 0.168 4.572
2.231 2.858 -0.757
-1.772 0.000 -6.936
-2.469 1.084 -2.579
3.372 1.171 0.640
-0.441 4.602 0.905
0.169 0.000 -1.910
1.490 2.430 -4.023
2.392 0.000 6.236

10
3.658 1.933 -1.581
-0.411 0.103 4.858
2.370 2.962 -0.805
-1.772 0.000 -6.936
-2.623 1.077 -2.740
3.583 1.169 0.680
-0.468 4.815 0.961
0.169 0.000 -1.910
1.583 2.507 -4.274
2.392 0.000 6.236

10
3.873 1.967 -1.674
-0.436 0.030 5.143
2.509 3.057 -0.852
-1.772 0.000 -6.936
-2.778 1.061 -2.902
3.794 1.159 0.719
-0.496 5.019 1.018
0.169 0.000 -1.910
1.676 2.575 -4.526
2.392 0.000 6.236

10
4.089 1.993 -1.767
-0.460 0.000 5.429
2.649 3.143 -0.899
-1.772 0.000 -6.936
-2.932 1.036 -3.063
4.004 1.139 0.759
-0.523 5.214 1.074
0.169 0.000 -1.910
1.769 2.635 -4.777
2.392 0.000 6.236

10
4.304 2.010 -1.860
-0.460 0.000 5.429
2.788 3.220 -0.947
-1.772 0.000 -6.936
-3.086 1.003 -3.224
4.215 1.111 0.799
-0.551 5.400 1.131
0.169 0.000 -1.910
1.862 2.685 -5.029
2.392 0.000 6.236

10
4.519 2.017 -1.953
-0.460 0.000 5.429
2.928 3.289 -0.994
-1.772 0.000 -6.936
-3.241 0.960 -3.385
4.426 1.074 0.839
-0.578 5.577 1.187
0.169 0.000 -1.910
1.955 2.727 -5.280
2.392 0.000 6.236

10
4.734 2.016 -2.046
-0.460 0.000 5.429
3.067 3.348 -1.041
-1.772 0.000 -6.936
-3.395 0.909 -3.547
4.637 1.028 0.879
-0.606 5.746 1.244
0.169 0.000 -1.910
2.048 2.760 -5.531
2.392 0.000 6.236

10
4.949 2.007 -2.139
-0.460 0.000 5.429
3.207 3.399 -1.089
-1.772 0.000 -6.936
-3.549 0.849 -3.708
4.847 0.973 0.919
-0.633 5.906 1.300
0.169 0.000 -1.910
2.141 2.784 -5.783
2.392 0.000 6.236

10
5.165 1.988 -2.232
-0.460 0.000 5.429
3.346 3.441 -1.136
-1.772 0.000 -6.936
-3.704 0.780 -3.869
5.058 0.910 0.959
-0.661 6.057 1.357
0.169 0.000 -1.910
2.235 2.799 -6.034
2.392 0.000 6.236

10
5.380 1.961 -2.325
-0.460 0.000 5.429
3.485 3.474 -1.184
-1.772 0.000 -6.936
-3.858 0.702 -4.030
5.269 0.837 0.999
-0.689 6.199 1.414
0.169 0.000 -1.910
2.328 2.805 -6.286
2.392 0.000 6.236

10
5.595 1.924 -2.418
-0.460 0.000 5.429
3.625 3.498 -1.231
-1.772 0.000 -6.936
-4.012 0.616 -4.191
5.480 0.756 1.039
-0.716 6.332 1.470
0.169 0.000 -1.910
2.421 2.803 -6.537
2.392 0.000 6.236

10
5.810 1.879 -2.511
-0.460 0.000 5.429
3.764 3.514 -1.278
-1.772 0.000 -6.936
-4.167 0.520 -4.353
5.690 0.666 1.079
-0.744 6.456 1.527
0.169 0.000 -1.910
2.514 2.791 -6.789
2.392 0.000 6.236

10
6.025 1.826 -2.604
-0.460 0.000 5.429
3.904 3.520 -1.326
-1.772 0.000 -6.936
-4.321 0.416 -4.514
5.901 0.567 1.119
-0.771 6.572 1.583
0.169 0.000 -1.910
2.607 2.771 -7.040
2.392 0.000 6.236

10
6.240 1.763 -2.697
-0.460 0.000 5.429
4.043 3.518 -1.373
-1.772 0.000 -6.936
-4.475 0.303 -4.675
6.112 0.460 1.159
-0.799 6.679 1.640
0.169 0.000 -1.910
2.700 2.742 -7.291
2.392 0.000 6.236

10
6.456 1.691 -2.790
-0.460 0.000 5.429
4.182 3.507 -1.420
-1.772 0.000 -6.936
-4.630 0.181 -4.836
6.323 0.343 1.199
-0.826 6.777 1.696
0.169 0.000 -1.910
2.793 2.705 -7.543
2.392 0.000 6.236

10
6.671 1.611 -2.883
-0.460 0.000 5.429
4.322 3.487 -1.468
-1.772 0.000 -6.936
-4.784 0.051 -4.997
6.533 0.218 1.239
-0.854 6.866 1.753
0.169 0.000 -1.910
2.886 2.658 -7.794
2.392 0.000 6.236

10
6.886 1.522 -2.976
-0.460 0.000 5.429
4.461 3.459 -1.515
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.744 0.084 1.279
-0.881 6.946 1.809
0.169 0.000 -1.910
2.979 2.603 -8.046
2.392 0.000 6.236

10
7.101 1.424 -3.069
-0.460 0.000 5.429
4.601 3.421 -1.562
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-0.909 7.018 1.866
0.169 0.000 -1.910
3.072 2.539 -8.297
2.392 0.000 6.236

10
7.316 1.317 -3.162
-0.460 0.000 5.429
4.740 3.375 -1.610
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-0.936 7.081 1.922
0.169 0.000 -1.910
3.166 2.466 -8.549
2.392 0.000 6.236

10
7.532 1.201 -3.255
-0.460 0.000 5.429
4.880 3.320 -1.657
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-0.964 7.135 1.979
0.169 0.000 -1.910
3.259 2.384 -8.800
2.392 0.000 6.236

10
7.747 1.077 -3.348
-0.460 0.000 5.429
5.019 3.256 -1.704
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-0.991 7.180 2.035
0.169 0.000 -1.910
3.352 2.293 -9.051
2.392 0.000 6.236

10
7.962 0.944 -3.441
-0.460 0.000 5.429
5.158 3.183 -1.752
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.019 7.216 2.092
0.169 0.000 -1.910
3.445 2.194 -9.303
2.392 0.000 6.236

10
8.177 0.802 -3.534
-0.460 0.000 5.429
5.298 3.102 -1.799
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.047 7.243 2.149
0.169 0.000 -1.910
3.538 2.085 -9.554
2.392 0.000 6.236

10
8.392 0.651 -3.627
-0.460 0.000 5.429
5.437 3.011 -1.846
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.074 7.262 2.205
0.169 0.000 -1.910
3.631 1.968 -9.806
2.392 0.000 6.236

10
8.608 0.491 -3.720
-0.460 0.000 5.429
5.577 2.912 -1.894
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.102 7.272 2.262
0.169 0.000 -1.910
3.724 1.842 -10.057
2.392 0.000 6.236

10
8.823 0.323 -3.813
-0.460 0.000 5.429
5.716 2.804 -1.941
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.129 7.273 2.318
0.169 0.000 -1.910
3.817 1.708 -10.309
2.392 0.000 6.236

10
9.038 0.145 -3.906
-0.460 0.000 5.429
5.855 2.687 -1.988
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.157 7.265 2.375
0.169 0.000 -1.910
3.910 1.564 -10.560
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
5.995 2.562 -2.036
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.184 7.248 2.431
0.169 0.000 -1.910
4.004 1.412 -10.811
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
6.134 2.427 -2.083
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.212 7.223 2.488
0.169 0.000 -1.910
4.097 1.250 -11.063
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
6.274 2.284 -2.130
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.239 7.189 2.544
0.169 0.000 -1.910
4.190 1.080 -11.314
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
6.413 2.132 -2.178
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.267 7.145 2.601
0.169 0.000 -1.910
4.283 0.901 -11.566
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
6.553 1.971 -2.225
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.294 7.093 2.657
0.169 0.000 -1.910
4.376 0.714 -11.817
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
6.692 1.801 -2.272
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.322 7.033 2.714
0.169 0.000 -1.910
4.469 0.517 -12.069
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
6.831 1.623 -2.320
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.349 6.963 2.770
0.169 0.000 -1.910
4.562 0.312 -12.320
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
6.971 1.435 -2.367
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.377 6.885 2.827
0.169 0.000 -1.910
4.655 0.098 -12.571
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
7.110 1.239 -2.414
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.405 6.798 2.884
0.169 0.000 -1.910
4.748 0.000 -12.823
2.392 0.000 6.236

10
9.253 0.000 -3.999
-0.460 0.000 5.429
7.250 1.034 -2.462
-1.772 0.000 -6.936
-4.938 0.000 -5.159
6.955 0.000 1.319
-1.432 6.702 2.940
0.169 0.000 -1.910
4.748 0.000 -12.823
