10
-0.189687 0.083603 -0.264082
0.050800 0.182082 -0.347278
0.039586 0.184839 -0.144560
-0.004183 0.002572 -0.739198
-0.314521 0.079395 0.044969
0.005143 0.005644 0.257899
-0.024741 0.005789 0.302928
0.067617 0.231451 -0.005590
-0.498912 0.166140 0.188680
-0.011150 0.265586 -0.400753

10
-0.379374 0.158386 -0.528164
0.101600 0.355344 -0.694557
0.079172 0.360857 -0.289119
-0.008367 0.000000 -1.478396
-0.629042 0.149970 0.089938
0.010286 0.002468 0.515799
-0.049483 0.002759 0.605857
0.135235 0.454082 -0.011179
-0.997823 0.323459 0.377360
-0.022301 0.522352 -0.801505

10
-0.569061 0.224349 -0.792246
0.152400 0.519787 -1.041835
0.118758 0.528056 -0.433679
-0.008367 0.000000 -1.478396
-0.943563 0.211725 0.134907
0.015430 0.000000 0.773698
-0.074224 0.000000 0.908785
0.202852 0.667893 -0.016769
-1.496735 0.471959 0.566040
-0.033451 0.770299 -1.202258

10
-0.758748 0.281492 -1.056328
0.203200 0.675409 -1.389113
0.158344 0.686434 -0.578239
-0.008367 0.000000 -1.478396
-1.258084 0.264660 0.179876
0.015430 0.000000 0.773698
-0.074224 0.000000 0.908785
0.270469 0.872883 -0.022359
-1.995646 0.611638 0.754719
-0.044602 1.009425 -1.603011

10
-0.948435 0.329815 -1.320409
0.253999 0.822211 -1.736391
0.197930 0.835993 -0.722798
-0.008367 0.000000 -1.478396
-1.572605 0.308775 0.224845
0.015430 0.000000 0.773698
-0.074224 0.000000 0.908785
0.338087 1.069054 -0.027949
-2.494558 0.742498 0.943399
-0.055752 1.239731 -2.003763

10
-1.138122 0.369318 -1.584491
0.304799 0.960193 -2.083670
0.237516 0.976732 -0.867358
-0.008367 0.000000 -1.478396
-1.887126 0.344070 0.269815
0.015430 0.000000 0.773698
-0.074224 0.000000 0.908785
0.405704 1.256405 -0.033538
-2.993469 0.864538 1.132079
-0.066903 1.461217 -2.404516

10
