0.000618 0.000100 0.000114 0.000831 0 0 0 0 -90
0.000636 0.000097 0.000115 0.000848 0 0 0 0 -90
0.000638 0.000097 0.000114 0.000849 0 0 0 0 -90
0.000645 0.000126 0.000115 0.000885 0 0 0 0 -90
0.000640 0.000096 0.000115 0.000851 0 0 0 0 -90
0.000636 0.000096 0.000114 0.000846 0 0 0 0 -90
0.000640 0.000097 0.000116 0.000853 0 0 0 0 -90
0.000640 0.000097 0.000116 0.000853 0 0 0 0 -90
0.000639 0.000098 0.000114 0.000851 0 0 0 0 -90
0.000640 0.000095 0.000115 0.000849 0 0 0 0 -90
0.000637 0.000126 0.000115 0.000877 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000849 0 0 0 0 -90
0.000641 0.000097 0.000114 0.000852 0 0 0 0 -90
0.000637 0.000099 0.000116 0.000852 0 0 0 0 -90
0.000639 0.000100 0.000116 0.000854 0 0 0 0 -90
0.000641 0.000097 0.000115 0.000854 0 0 0 0 -90
0.000520 0.000112 0.000114 0.000745 0 0 0 0 -90
0.000637 0.000098 0.000115 0.000851 0 0 0 0 -90
0.000640 0.000097 0.000115 0.000852 0 0 0 0 -90
0.000638 0.000095 0.000115 0.000849 0 0 0 0 -90
