0.000518 0.000102 0.000114 0.000734 0 0 0 0 -90
0.000637 0.000156 0.000115 0.000908 0 0 0 0 -90
0.000640 0.000098 0.000113 0.000852 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000849 0 0 0 0 -90
0.000648 0.000099 0.000116 0.000863 0 0 0 0 -90
0.000640 0.000097 0.000117 0.000854 0 0 0 0 -90
0.000640 0.000097 0.000114 0.000851 0 0 0 0 -90
0.000638 0.000098 0.000114 0.000851 0 0 0 0 -90
0.000640 0.000098 0.000117 0.000854 0 0 0 0 -90
0.000637 0.000098 0.000115 0.000849 0 0 0 0 -90
0.000640 0.000097 0.000114 0.000851 0 0 0 0 -90
0.000637 0.000098 0.000115 0.000850 0 0 0 0 -90
0.000636 0.000152 0.000114 0.000903 0 0 0 0 -90
0.000636 0.000099 0.000122 0.000857 0 0 0 0 -90
0.000636 0.000098 0.000115 0.000848 0 0 0 0 -90
0.000640 0.000098 0.000117 0.000854 0 0 0 0 -90
0.000639 0.000095 0.000115 0.000849 0 0 0 0 -90
0.000639 0.000097 0.000115 0.000850 0 0 0 0 -90
0.000639 0.000098 0.000117 0.000854 0 0 0 0 -90
0.000639 0.000124 0.000114 0.000876 0 0 0 0 -90
