0.000637 0.000096 0.000117 0.000850 0 0 0 0 -90
0.000640 0.000096 0.000115 0.000851 0 0 0 0 -90
0.000641 0.000098 0.000116 0.000854 0 0 0 0 -90
0.000636 0.000098 0.000118 0.000851 0 0 0 0 -90
0.000639 0.000098 0.000115 0.000851 0 0 0 0 -90
0.000640 0.000118 0.000117 0.000875 0 0 0 0 -90
0.000636 0.000097 0.000114 0.000847 0 0 0 0 -90
0.000346 0.000130 0.000115 0.000592 0 0 0 0 -90
0.000647 0.000096 0.000116 0.000860 0 0 0 0 -90
0.000495 0.000103 0.000115 0.000713 0 0 0 0 -90
0.000640 0.000124 0.000116 0.000880 0 0 0 0 -90
0.000637 0.000094 0.000115 0.000845 0 0 0 0 -90
0.000636 0.000097 0.000126 0.000858 0 0 0 0 -90
0.000637 0.000097 0.000115 0.000850 0 0 0 0 -90
0.000641 0.000098 0.000116 0.000854 0 0 0 0 -90
0.000636 0.000098 0.000117 0.000852 0 0 0 0 -90
0.000640 0.000097 0.000114 0.000852 0 0 0 0 -90
0.000637 0.000098 0.000115 0.000850 0 0 0 0 -90
0.000636 0.000098 0.000116 0.000850 0 0 0 0 -90
0.000637 0.000126 0.000115 0.000878 0 0 0 0 -90
