0.000635 0.000098 0.000114 0.000847 0 0 0 0 -90
0.000636 0.000096 0.000114 0.000846 0 0 0 0 -90
0.000641 0.000096 0.000114 0.000852 0 0 0 0 -90
0.000638 0.000097 0.000114 0.000849 0 0 0 0 -90
0.000635 0.000099 0.000115 0.000849 0 0 0 0 -90
0.000640 0.000098 0.000115 0.000854 0 0 0 0 -90
0.000640 0.000094 0.000116 0.000850 0 0 0 0 -90
0.000606 0.000099 0.000114 0.000819 0 0 0 0 -90
0.000636 0.000097 0.000115 0.000848 0 0 0 0 -90
0.000640 0.000098 0.000115 0.000852 0 0 0 0 -90
0.000640 0.000102 0.000114 0.000855 0 0 0 0 -90
0.000517 0.000101 0.000088 0.000707 0 0 0 0 -90
0.000637 0.000097 0.000114 0.000848 0 0 0 0 -90
0.000639 0.000098 0.000115 0.000852 0 0 0 0 -90
0.000640 0.000098 0.000115 0.000853 0 0 0 0 -90
0.000638 0.000098 0.000115 0.000851 0 0 0 0 -90
0.000637 0.000099 0.000116 0.000852 0 0 0 0 -90
0.000617 0.000101 0.000115 0.000834 0 0 0 0 -90
0.000637 0.000099 0.000113 0.000849 0 0 0 0 -90
0.000523 0.000103 0.000115 0.000741 0 0 0 0 -90
