0.000640 0.000097 0.000114 0.000850 0 0 0 0 -90
0.000638 0.000098 0.000116 0.000852 0 0 0 0 -90
0.000604 0.000096 0.000115 0.000816 0 0 0 0 -90
0.000639 0.000095 0.000114 0.000848 0 0 0 0 -90
0.000640 0.000097 0.000116 0.000853 0 0 0 0 -90
0.000640 0.000119 0.000116 0.000874 0 0 0 0 -90
0.000637 0.000098 0.000115 0.000851 0 0 0 0 -90
0.000637 0.000099 0.000114 0.000849 0 0 0 0 -90
0.000637 0.000098 0.000116 0.000851 0 0 0 0 -90
0.000640 0.000099 0.000115 0.000854 0 0 0 0 -90
0.000636 0.000097 0.000115 0.000849 0 0 0 0 -90
0.000638 0.000097 0.000115 0.000851 0 0 0 0 -90
0.000636 0.000097 0.000115 0.000848 0 0 0 0 -90
0.000638 0.000111 0.000115 0.000864 0 0 0 0 -90
0.000636 0.000098 0.000116 0.000850 0 0 0 0 -90
0.000637 0.000117 0.000115 0.000868 0 0 0 0 -90
0.000640 0.000097 0.000115 0.000852 0 0 0 0 -90
0.000639 0.000097 0.000117 0.000853 0 0 0 0 -90
0.000637 0.000098 0.000115 0.000850 0 0 0 0 -90
0.000639 0.000097 0.000114 0.000851 0 0 0 0 -90
