2000
-1.038357 1.933263 -0.027931
0.200176 0.854846 -0.640046
-0.037431 0.000000 0.941084
-1.554102 1.468786 -0.168027
0.828103 1.224443 -1.322909
-1.127708 0.133123 -0.221097
-2.313515 0.507928 -0.334703
0.179603 1.078136 0.486114
-0.101524 1.380333 1.309556
0.416628 0.587111 -0.483563
-0.602048 0.334667 0.594056
-0.043372 1.105642 -0.175209
-0.044011 0.422378 -0.655024
0.854972 0.098019 0.651407
-0.563463 0.410392 -0.422625
0.476740 0.838769 2.599172
-4.197902 1.498008 3.169288
0.793472 0.793029 1.029233
-0.076961 0.980208 -0.230193
1.546658 1.105098 1.998976
0.004091 0.028159 -1.218685
0.977107 0.046595 0.428929
-0.401627 0.185413 0.691002
0.700299 0.245772 -0.818911
-0.183005 0.088915 0.797809
-0.973974 0.226812 -0.907360
0.735929 0.544294 0.578282
0.024018 0.445533 -0.918800
0.440812 0.027084 -0.657348
0.594231 0.762434 0.733119
0.186940 0.175023 0.855437
-0.366077 0.683446 -0.718062
-0.443118 0.201749 -1.133674
-0.827953 2.554791 -0.273429
-0.364555 0.498347 0.649154
0.180028 0.648973 -0.742237
-2.092810 2.112053 -0.981494
-0.336287 1.142434 0.712730
0.313834 0.890389 0.600495
-0.472237 0.614592 -1.515766
-1.530872 1.052229 -0.382202
-0.055041 0.520606 -0.638468
0.004155 0.000000 1.902862
-0.213333 0.000061 0.997166
0.558029 0.305421 0.612172
-1.354135 0.232423 1.382342
-0.046797 0.372917 0.832429
-0.604801 0.215240 0.596370
0.416014 0.244149 -1.143000
0.933814 0.064339 -0.063978
-0.378731 1.091012 0.093134
0.415643 0.907254 -0.797152
0.341446 0.751447 -0.246030
0.186220 0.934641 0.709613
-0.660656 0.844508 -0.430863
-0.833114 0.075597 -0.329811
0.170917 0.008234 1.445715
0.287793 0.610151 0.957489
0.138542 0.077561 -1.421672
-0.390661 0.324284 1.519488
0.088025 0.029897 -0.852637
-1.886654 0.308559 -0.657791
-0.076976 0.821187 -1.087720
-0.719357 0.370933 0.390425
0.058700 0.318232 -0.819491
3.148247 0.637421 -0.494000
0.388198 0.087756 0.709985
0.424503 0.587984 0.481764
0.731477 0.786571 0.592253
0.300476 0.708982 -0.161630
1.271893 2.197487 -4.039255
-2.397147 0.399959 -1.523851
-0.171817 0.151300 -0.867902
1.719304 0.428110 -0.033481
-0.938625 0.097979 -0.139316
0.005505 1.670636 1.339250
-0.020248 0.000000 -0.870318
-0.541744 0.000000 -0.671523
0.064168 0.060639 -0.825492
-1.230631 0.377782 0.640043
-0.616660 0.732102 -0.047181
