0.0089428 0.00229322 0.011236 252 252 128 63 -29
0.00878634 0.002278 0.0110643 252 252 128 63 -29
0.00883368 0.00235567 0.0111893 253 251 127 64 -29
0.0087996 0.00235385 0.0111535 253 251 127 64 -29
0.00888862 0.00235189 0.0112405 253 251 127 64 -29
0.00886783 0.00231281 0.0111806 257 256 129 63 -29
0.00891886 0.00265775 0.0115766 257 256 129 63 -29
0.00877522 0.00227467 0.0110499 255 254 128 64 -29
0.0089013 0.00228446 0.0111858 255 254 128 64 -29
0.00878606 0.00228285 0.0110689 255 254 128 64 -29
0.00890595 0.00227357 0.0111795 254 254 125 63 -30
0.00910729 0.00226592 0.0113732 254 254 125 63 -30
0.00895777 0.00267545 0.0116332 255 256 127 63 -29
0.00892113 0.00270242 0.0116235 255 256 127 63 -29
0.00891687 0.00228038 0.0111973 255 256 127 63 -29
0.00902946 0.00249284 0.0115223 256 254 126 64 -31
0.00917033 0.00266819 0.0118385 256 254 126 64 -31
0.00898777 0.00269172 0.0116795 255 256 124 64 -29
0.00904821 0.00270095 0.0117492 255 256 124 64 -29
0.00885938 0.00233831 0.0111977 255 256 124 64 -29
