0.00911632 0.00232983 0.0114461 256 254 130 64 -45
0.0088211 0.00234348 0.0111646 254 255 128 61 -43
0.00882342 0.00236335 0.0111868 254 255 128 61 -43
0.0089924 0.0022965 0.0112889 255 254 128 63 -45
0.00914143 0.00228306 0.0114245 255 254 128 63 -45
0.00874631 0.00232965 0.011076 259 257 128 60 -44
0.00884432 0.00238014 0.0112245 259 257 128 60 -44
0.00881299 0.0022559 0.0110689 255 254 129 65 -44
0.00878894 0.00229312 0.0110821 255 254 129 65 -44
0.00889722 0.00232126 0.0112185 249 249 123 66 -44
0.00894508 0.00261904 0.0115641 249 249 123 66 -44
0.00894015 0.00232969 0.0112698 249 249 123 66 -44
0.00896913 0.0022368 0.0112059 254 253 129 61 -44
0.00892513 0.00231168 0.0112368 254 253 129 61 -44
0.00883609 0.00237409 0.0112102 252 253 163 46 -45
0.00898618 0.00264042 0.0116266 252 253 163 46 -45
0.00899151 0.00274963 0.0117411 252 253 163 46 -45
0.00890102 0.00239682 0.0112978 251 251 129 58 -45
0.00893395 0.00229392 0.0112279 251 251 129 58 -45
0.00897297 0.0023113 0.0112843 255 258 129 61 -43
