0.00896208 0.00231646 0.0112785 255 254 127 62 -60
0.00895271 0.00226428 0.011217 256 253 127 62 -59
0.00884929 0.00228702 0.0111363 256 253 127 62 -59
0.00889911 0.00225728 0.0111564 254 255 125 64 -60
0.00893676 0.0022497 0.0111865 254 255 125 64 -60
0.00887527 0.0023339 0.0112092 254 254 128 63 -59
0.00877833 0.00228332 0.0110616 254 254 128 63 -59
0.0089775 0.00224807 0.0112256 254 254 128 63 -59
0.00893449 0.00227901 0.0112135 255 254 126 62 -59
0.00891516 0.00227849 0.0111936 255 254 126 62 -59
0.00906685 0.00226462 0.0113315 255 254 119 64 -61
0.00891894 0.00225766 0.0111766 255 254 119 64 -61
0.00903585 0.00228276 0.0113186 255 254 119 64 -61
0.00898111 0.00223514 0.0112162 238 248 126 62 -61
0.00885878 0.00259709 0.0114559 238 248 126 62 -61
0.00892025 0.00224671 0.011167 251 253 128 64 -62
0.00903544 0.00225001 0.0112854 251 253 128 64 -62
0.00896668 0.00227011 0.0112368 253 253 126 63 -57
0.00900288 0.00226414 0.011267 253 253 126 63 -57
0.00892153 0.00228428 0.0112058 253 253 126 63 -57
