0.00882649 0.00239783 0.0112243 255 255 128 63 -45
0.00883149 0.00227196 0.0111034 255 255 128 63 -45
0.00885438 0.00230715 0.0111615 256 256 128 63 -45
0.00890341 0.00235537 0.0112588 256 256 128 63 -45
0.00893913 0.0023678 0.0113069 256 256 128 63 -44
0.00893495 0.00241663 0.0113516 256 256 128 63 -44
0.00885888 0.00234556 0.0112044 256 256 128 63 -44
0.00883559 0.00235596 0.0111916 255 255 128 63 -45
0.00896533 0.00252662 0.011492 255 255 128 63 -45
0.00898829 0.00244026 0.0114286 255 255 128 63 -44
0.00897789 0.00227028 0.0112482 255 255 128 63 -44
0.00907933 0.00229676 0.0113761 255 255 128 63 -44
0.00890625 0.00226759 0.0111738 256 256 128 63 -45
0.00895997 0.00239488 0.0113548 256 256 128 63 -45
0.00884618 0.00230063 0.0111468 255 255 128 63 -44
0.00887363 0.00232703 0.0112007 255 255 128 63 -44
0.00901926 0.00267525 0.0116945 255 255 128 63 -44
0.00899223 0.00267109 0.0116633 255 255 128 63 -45
0.0090002 0.00268116 0.0116814 255 255 128 63 -45
0.00899695 0.00225479 0.0112517 256 256 128 63 -44
