0.00890467 0.00230956 0.0112142 256 253 128 62 -26
0.00893018 0.00248185 0.011412 252 248 414 61 -22
0.00891649 0.00231985 0.0112363 252 248 414 61 -22
0.00879296 0.00231056 0.0111035 252 248 414 61 -22
0.00874309 0.00232162 0.0110647 255 274 201 57 -23
0.00878255 0.00228035 0.0110629 255 274 201 57 -23
0.00880549 0.00237983 0.0111853 257 254 125 59 -17
0.00911281 0.00224758 0.0113604 257 254 125 59 -17
0.00900356 0.00230494 0.0113085 305 200 114 48 -34
0.0089095 0.00260295 0.0115124 305 200 114 48 -34
0.00896639 0.00237936 0.0113457 305 200 114 48 -34
0.00897885 0.00236082 0.0113397 207 174 116 56 -25
0.00907074 0.00225562 0.0113264 207 174 116 56 -25
0.00883474 0.00244582 0.0112806 215 215 293 54 -30
0.00893677 0.00254759 0.0114844 215 215 293 54 -30
0.00899028 0.00229404 0.0112843 215 215 293 54 -30
0.00894542 0.00224519 0.0111906 251 206 130 51 -30
0.00882802 0.00231215 0.0111402 251 206 130 51 -30
0.00895852 0.00231449 0.011273 257 251 135 61 -28
0.00906653 0.00222096 0.0112875 257 251 135 61 -28
