0.0089505 0.0022394 0.0111899 255 255 127 63 -60
0.00898096 0.00228726 0.0112682 256 256 127 63 -59
0.00883077 0.00229721 0.011128 256 256 127 63 -59
0.00882306 0.00227902 0.0111021 256 256 127 63 -59
0.00890694 0.00224676 0.0111537 255 255 127 63 -60
0.00914035 0.00221729 0.0113576 255 255 127 63 -60
0.00905536 0.0022798 0.0113352 255 255 127 63 -60
0.00890011 0.00227704 0.0111771 255 255 127 63 -60
0.00902647 0.00233772 0.0113642 256 255 127 63 -60
0.00901084 0.00220378 0.0112146 256 255 127 63 -60
0.00901671 0.00225363 0.0112703 256 255 127 63 -60
0.00892373 0.00254624 0.01147 256 255 127 63 -59
0.00895972 0.00228517 0.0112449 256 255 127 63 -59
0.00901663 0.0022979 0.0113145 255 255 127 63 -60
0.0089451 0.00223355 0.0111787 255 255 127 63 -60
0.00898049 0.00229417 0.0112747 256 256 127 63 -60
0.00906072 0.00226154 0.0113223 256 256 127 63 -60
0.00902771 0.00226601 0.0112937 256 256 128 63 -60
0.00894732 0.00228893 0.0112363 256 256 128 63 -60
0.00891533 0.00224486 0.0111602 255 255 127 63 -60
