0.00895876 0.00229086 0.0112496 254 254 126 66 -45
0.00902107 0.00229049 0.0113116 250 250 204 32 -51
0.00881155 0.00232605 0.0111376 250 250 204 32 -51
0.00879196 0.00229391 0.0110859 253 250 163 56 -21
0.00897048 0.00224273 0.0112132 253 250 163 56 -21
0.00895454 0.00227042 0.011225 253 250 163 56 -21
0.00897814 0.00227469 0.0112528 236 247 226 47 -60
0.00904574 0.00224047 0.0112862 236 247 226 47 -60
0.00894864 0.00226005 0.0112087 260 257 136 63 -44
0.00901219 0.00226311 0.0112753 260 257 136 63 -44
0.00915871 0.00237706 0.0115358 231 212 200 102 -57
0.00899579 0.00232939 0.0113252 231 212 200 102 -57
0.00893837 0.00229325 0.0112316 231 212 200 102 -57
0.00901488 0.00226548 0.0112804 263 256 120 69 -46
0.00902085 0.00224867 0.0112695 263 256 120 69 -46
0.00901213 0.00230748 0.0113196 252 253 148 36 -45
0.0090203 0.00231043 0.0113307 252 253 148 36 -45
0.00897073 0.0023095 0.0112802 252 253 148 36 -45
0.00905097 0.00231458 0.0113655 254 253 122 70 -59
0.00903626 0.0022654 0.0113017 254 253 122 70 -59
