0.00900035 0.00226963 0.01127 252 255 140 56 -64
0.00889581 0.00225996 0.0111558 255 255 130 64 -62
0.00880718 0.0022805 0.0110877 255 255 130 64 -62
0.00881038 0.00234999 0.0111604 252 256 124 65 -59
0.00895967 0.00227505 0.0112347 252 256 124 65 -59
0.00900821 0.00227715 0.0112854 250 250 143 39 -62
0.0090763 0.00226624 0.0113425 250 250 143 39 -62
0.00896006 0.00227531 0.0112354 257 257 130 62 -57
0.00901991 0.00228803 0.0113079 257 257 130 62 -57
0.00894225 0.00228931 0.0112316 257 257 130 62 -57
0.00882477 0.00241326 0.011238 244 151 174 59 -58
0.00900654 0.00235822 0.0113648 244 151 174 59 -58
0.00891544 0.00234755 0.011263 267 256 127 63 -61
0.0089222 0.00237442 0.0112966 267 256 127 63 -61
0.00892007 0.0022873 0.0112074 267 256 127 63 -61
0.0089261 0.00226608 0.0111922 257 257 125 61 -57
0.00894244 0.00254207 0.0114845 257 257 125 61 -57
0.0090454 0.00227357 0.011319 257 254 124 64 -63
0.00899579 0.00226777 0.0112636 257 254 124 64 -63
0.00891751 0.00239272 0.0113102 257 254 124 64 -63
