diffusion (275,198) 1 => (275,197) 0
diffusion (17,23) 1 => (16,23) 0
diffusion (610,76) 1 => (610,77) 0
diffusion (52,50) 1 => (53,50) 0
diffusion (16,23) 1 => (15,23) 0
diffusion (465,83) 1 => (466,83) 0
diffusion (272,123) 1 => (271,123) 0
diffusion (367,252) 1 => (367,251) 0
diffusion (195,77) 1 => (195,78) 0
diffusion (11,44) 1 => (11,43) 0
diffusion (908,185) 1 => (908,186) 0
deposition: (423,32) 0
diffusion (585,183) 1 => (585,184) 0
diffusion (140,79) 1 => (140,80) 0
diffusion (733,10) 1 => (733,9) 0
diffusion (1017,219) 1 => (1017,220) 0
diffusion (945,96) 1 => (946,96) 0
diffusion (275,197) 1 => (274,197) 0
diffusion (271,123) 1 => (271,124) 0
diffusion (585,184) 1 => (585,185) 0
diffusion (187,149) 1 => (188,149) 0
diffusion (254,243) 1 => (254,242) 0
diffusion (336,212) 1 => (336,213) 0
diffusion (733,9) 1 => (734,9) 0
diffusion (660,73) 1 => (659,73) 0
diffusion (610,77) 1 => (610,76) 0
diffusion (413,138) 1 => (412,138) 0
diffusion (772,7) 1 => (772,8) 0
diffusion (464,9) 1 => (463,9) 0
diffusion (483,195) 1 => (483,194) 0
deposition: (699,255) 0
diffusion (659,73) 1 => (658,73) 0
diffusion (402,177) 1 => (403,177) 0
diffusion (188,149) 1 => (187,149) 0
diffusion (1017,220) 1 => (1017,221) 0
diffusion (608,97) 1 => (608,98) 0
diffusion (412,138) 1 => (413,138) 0
diffusion (271,124) 1 => (272,124) 0
diffusion (300,58) 1 => (300,57) 0
diffusion (658,73) 1 => (658,72) 0
diffusion (483,194) 1 => (484,194) 0
diffusion (831,3) 1 => (831,4) 0
diffusion (254,242) 1 => (253,242) 0
diffusion (272,124) 1 => (272,123) 0
diffusion (463,9) 1 => (463,10) 0
diffusion (55,240) 1 => (55,241) 0
diffusion (295,19) 1 => (295,20) 0
diffusion (53,50) 1 => (53,51) 0
diffusion (635,180) 1 => (636,180) 0
diffusion (272,123) 1 => (272,124) 0
diffusion (908,186) 1 => (909,186) 0
diffusion (484,194) 1 => (483,194) 0
diffusion (253,242) 1 => (253,243) 0
diffusion (658,72) 1 => (658,73) 0
diffusion (772,8) 1 => (773,8) 0
deposition: (202,179) 0
diffusion (535,201) 1 => (534,201) 0
diffusion (483,194) 1 => (483,195) 0
diffusion (295,20) 1 => (295,21) 0
diffusion (524,24) 1 => (524,25) 0
diffusion (489,250) 1 => (490,250) 0
diffusion (483,195) 1 => (484,195) 0
diffusion (610,44) 1 => (610,45) 0
diffusion (534,201) 1 => (534,202) 0
diffusion (534,202) 1 => (534,201) 0
diffusion (367,251) 1 => (366,251) 0
diffusion (295,21) 1 => (294,21) 0
diffusion (195,78) 1 => (196,78) 0
diffusion (699,255) 1 => (700,255) 0
diffusion (401,204) 1 => (401,205) 0
diffusion (734,9) 1 => (734,8) 0
diffusion (524,25) 1 => (524,24) 0
diffusion (300,57) 1 => (300,58) 0
diffusion (909,186) 1 => (909,185) 0
diffusion (945,112) 1 => (944,112) 0
deposition: (165,168) 0
diffusion (253,243) 1 => (253,244) 0
diffusion (187,149) 1 => (187,148) 0
diffusion (946,96) 1 => (946,97) 0
diffusion (401,205) 1 => (402,205) 0
diffusion (53,51) 1 => (53,50) 0
diffusion (402,205) 1 => (402,206) 0
diffusion (274,197) 1 => (274,196) 0
diffusion (608,98) 1 => (607,98) 0
diffusion (274,196) 1 => (273,196) 0
diffusion (946,97) 1 => (946,96) 0
diffusion (463,10) 1 => (463,11) 0
diffusion (187,148) 1 => (186,148) 0
diffusion (944,112) 1 => (945,112) 0
diffusion (463,11) 1 => (462,11) 0
diffusion (534,201) 1 => (534,200) 0
diffusion (585,185) 1 => (585,184) 0
diffusion (636,180) 1 => (635,180) 0
diffusion (366,251) 1 => (367,251) 0
diffusion (462,11) 1 => (462,10) 0
diffusion (403,177) 1 => (403,176) 0
diffusion (253,244) 1 => (252,244) 0
diffusion (367,251) 1 => (366,251) 0
diffusion (610,76) 1 => (610,75) 0
diffusion (402,206) 1 => (402,205) 0
diffusion (490,250) 1 => (490,249) 0
diffusion (294,21) 1 => (294,22) 0
diffusion (929,232) 1 => (929,231) 0
diffusion (658,73) 1 => (658,72) 0
diffusion (413,138) 1 => (412,138) 0
diffusion (945,112) 1 => (945,113) 0
diffusion (423,32) 1 => (422,32) 0
diffusion (165,168) 1 => (164,168) 0
diffusion (490,249) 1 => (490,248) 0
diffusion (849,227) 1 => (849,228) 0
diffusion (462,10) 1 => (462,9) 0
diffusion (929,231) 1 => (929,230) 0
diffusion (734,8) 1 => (733,8) 0
diffusion (831,4) 1 => (832,4) 0
diffusion (403,176) 1 => (402,176) 0
diffusion (534,200) 1 => (533,200) 0
diffusion (849,228) 1 => (849,227) 0
diffusion (946,96) 1 => (945,96) 0
diffusion (300,58) 1 => (301,58) 0
diffusion (945,96) 1 => (946,96) 0
diffusion (186,148) 1 => (187,148) 0
diffusion (635,180) 1 => (634,180) 0
diffusion (533,200) 1 => (533,199) 0
diffusion (252,244) 1 => (253,244) 0
diffusion (610,75) 1 => (610,74) 0
diffusion (207,92) 1 => (208,92) 0
diffusion (585,184) 1 => (584,184) 0
diffusion (412,138) 1 => (411,138) 0
diffusion (773,8) 1 => (774,8) 0
diffusion (336,213) 1 => (336,212) 0
diffusion (733,8) 1 => (732,8) 0
diffusion (524,24) 1 => (524,23) 0
diffusion (929,230) 1 => (930,230) 0
diffusion (336,212) 1 => (336,211) 0
diffusion (849,227) 1 => (850,227) 0
diffusion (402,205) 1 => (403,205) 0
diffusion (634,180) 1 => (635,180) 0
diffusion (140,80) 1 => (140,79) 0
diffusion (490,248) 1 => (489,248) 0
diffusion (658,72) 1 => (657,72) 0
diffusion (53,50) 1 => (52,50) 0
diffusion (294,22) 1 => (295,22) 0
diffusion (607,98) 1 => (606,98) 0
diffusion (930,230) 1 => (930,229) 0
diffusion (15,23) 1 => (15,24) 0
diffusion (1017,221) 1 => (1017,220) 0
diffusion (272,124) 1 => (271,124) 0
diffusion (832,4) 1 => (832,5) 0
diffusion (295,22) 1 => (296,22) 0
diffusion (164,168) 1 => (164,167) 0
diffusion (657,72) 1 => (658,72) 0
diffusion (462,9) 1 => (462,8) 0
diffusion (850,227) 1 => (850,226) 0
diffusion (366,251) 1 => (366,252) 0
diffusion (140,79) 1 => (139,79) 0
diffusion (945,113) 1 => (945,114) 0
diffusion (945,114) 1 => (945,115) 0
diffusion (202,179) 1 => (202,178) 0
diffusion (55,241) 1 => (54,241) 0
diffusion (1017,220) 1 => (1017,221) 0
diffusion (923,228) 1 => (922,228) 0
diffusion (402,176) 1 => (402,177) 0
diffusion (253,244) 1 => (253,243) 0
diffusion (403,205) 1 => (402,205) 0
diffusion (336,211) 1 => (336,210) 0
diffusion (296,22) 1 => (296,21) 0
diffusion (11,43) 1 => (12,43) 0
diffusion (635,180) 1 => (635,181) 0
diffusion (484,195) 1 => (484,194) 0
diffusion (164,167) 1 => (165,167) 0
diffusion (922,228) 1 => (923,228) 0
diffusion (15,24) 1 => (15,23) 0
diffusion (196,78) 1 => (196,77) 0
diffusion (12,43) 1 => (11,43) 0
diffusion (484,194) 1 => (485,194) 0
diffusion (832,5) 1 => (831,5) 0
diffusion (271,124) 1 => (271,125) 0
diffusion (15,23) 1 => (14,23) 0
diffusion (202,178) 1 => (201,178) 0
diffusion (700,255) 1 => (701,255) 0
diffusion (1017,221) 1 => (1018,221) 0
diffusion (201,178) 1 => (201,179) 0
diffusion (165,167) 1 => (165,168) 0
diffusion (489,248) 1 => (489,247) 0
diffusion (201,179) 1 => (201,180) 0
diffusion (366,252) 1 => (366,251) 0
diffusion (165,168) 1 => (166,168) 0
diffusion (489,247) 1 => (488,247) 0
diffusion (610,74) 1 => (610,75) 0
diffusion (701,255) 1 => (702,255) 0
diffusion (584,184) 1 => (585,184) 0
diffusion (411,138) 1 => (412,138) 0
diffusion (14,23) 1 => (13,23) 0
diffusion (658,72) 1 => (659,72) 0
diffusion (412,138) 1 => (413,138) 0
diffusion (945,115) 1 => (944,115) 0
diffusion (273,196) 1 => (273,195) 0
diffusion (402,177) 1 => (403,177) 0
diffusion (946,96) 1 => (946,97) 0
diffusion (488,247) 1 => (488,248) 0
diffusion (524,23) 1 => (523,23) 0
diffusion (488,248) 1 => (488,247) 0
diffusion (606,98) 1 => (606,99) 0
diffusion (11,43) 1 => (11,42) 0
diffusion (466,83) 1 => (465,83) 0
diffusion (732,8) 1 => (731,8) 0
diffusion (273,195) 1 => (272,195) 0
deposition: (577,157) 0
diffusion (187,148) 1 => (188,148) 0
diffusion (52,50) 1 => (51,50) 0
diffusion (944,115) 1 => (943,115) 0
diffusion (485,194) 1 => (485,195) 0
diffusion (585,184) 1 => (584,184) 0
diffusion (13,23) 1 => (12,23) 0
diffusion (196,77) 1 => (195,77) 0
diffusion (402,205) 1 => (402,206) 0
diffusion (301,58) 1 => (301,59) 0
diffusion (166,168) 1 => (167,168) 0
diffusion (167,168) 1 => (167,169) 0
diffusion (610,75) 1 => (609,75) 0
diffusion (635,181) 1 => (636,181) 0
diffusion (774,8) 1 => (774,9) 0
diffusion (702,255) 1 => (701,255) 0
diffusion (774,9) 1 => (775,9) 0
diffusion (584,184) 1 => (584,185) 0
diffusion (606,99) 1 => (605,99) 0
deposition: (38,247) 0
diffusion (731,8) 1 => (730,8) 0
diffusion (208,92) 1 => (209,92) 0
diffusion (195,77) 1 => (196,77) 0
diffusion (462,8) 1 => (462,7) 0
diffusion (271,125) 1 => (272,125) 0
diffusion (196,77) 1 => (195,77) 0
diffusion (38,247) 1 => (37,247) 0
diffusion (659,72) 1 => (659,71) 0
diffusion (272,125) 1 => (271,125) 0
diffusion (201,180) 1 => (202,180) 0
diffusion (209,92) 1 => (208,92) 0
diffusion (336,210) 1 => (336,211) 0
diffusion (413,138) 1 => (413,137) 0
diffusion (37,247) 1 => (37,246) 0
diffusion (701,255) 1 => (701,254) 0
diffusion (605,99) 1 => (605,100) 0
diffusion (523,23) 1 => (524,23) 0
diffusion (524,23) 1 => (524,22) 0
diffusion (37,246) 1 => (37,247) 0
diffusion (610,45) 1 => (610,44) 0
diffusion (946,97) 1 => (946,98) 0
diffusion (730,8) 1 => (729,8) 0
diffusion (167,169) 1 => (166,169) 0
diffusion (729,8) 1 => (729,7) 0
diffusion (11,42) 1 => (12,42) 0
diffusion (166,169) 1 => (165,169) 0
diffusion (488,247) 1 => (488,248) 0
diffusion (37,247) 1 => (37,246) 0
diffusion (12,23) 1 => (13,23) 0
diffusion (577,157) 1 => (576,157) 0
diffusion (54,241) 1 => (54,242) 0
deposition: (434,74) 0
diffusion (54,242) 1 => (54,243) 0
diffusion (930,229) 1 => (930,230) 0
diffusion (402,206) 1 => (401,206) 0
diffusion (659,71) 1 => (658,71) 0
diffusion (202,180) 1 => (203,180) 0
diffusion (301,59) 1 => (302,59) 0
diffusion (775,9) 1 => (775,8) 0
diffusion (366,251) 1 => (366,250) 0
diffusion (422,32) 1 => (421,32) 0
diffusion (831,5) 1 => (831,6) 0
diffusion (271,125) 1 => (270,125) 0
diffusion (195,77) 1 => (194,77) 0
diffusion (54,243) 1 => (53,243) 0
diffusion (413,137) 1 => (413,138) 0
diffusion (605,100) 1 => (606,100) 0
diffusion (576,157) 1 => (576,158) 0
diffusion (139,79) 1 => (139,80) 0
diffusion (943,115) 1 => (943,114) 0
diffusion (943,114) 1 => (942,114) 0
diffusion (203,180) 1 => (203,179) 0
diffusion (336,211) 1 => (336,210) 0
diffusion (336,210) 1 => (336,211) 0
diffusion (930,230) 1 => (930,231) 0
diffusion (610,44) 1 => (609,44) 0
diffusion (421,32) 1 => (421,31) 0
diffusion (194,77) 1 => (195,77) 0
diffusion (465,83) 1 => (465,84) 0
diffusion (462,7) 1 => (462,8) 0
diffusion (53,243) 1 => (52,243) 0
diffusion (366,250) 1 => (367,250) 0
diffusion (701,254) 1 => (701,253) 0
diffusion (609,44) 1 => (609,45) 0
diffusion (946,98) 1 => (946,99) 0
diffusion (465,84) 1 => (464,84) 0
diffusion (609,75) 1 => (610,75) 0
diffusion (413,138) 1 => (412,138) 0
diffusion (12,42) 1 => (12,43) 0
diffusion (139,80) 1 => (139,79) 0
diffusion (367,250) 1 => (366,250) 0
diffusion (636,181) 1 => (636,180) 0
diffusion (188,148) 1 => (189,148) 0
diffusion (189,148) 1 => (189,149) 0
diffusion (701,253) 1 => (701,254) 0
diffusion (485,195) 1 => (484,195) 0
diffusion (52,243) 1 => (51,243) 0
diffusion (302,59) 1 => (302,60) 0
diffusion (930,231) 1 => (931,231) 0
diffusion (584,185) 1 => (585,185) 0
diffusion (831,6) 1 => (831,7) 0
diffusion (923,228) 1 => (922,228) 0
diffusion (51,243) 1 => (51,242) 0
diffusion (701,254) 1 => (701,255) 0
diffusion (253,243) 1 => (254,243) 0
diffusion (51,242) 1 => (51,243) 0
diffusion (208,92) 1 => (208,91) 0
diffusion (51,243) 1 => (50,243) 0
diffusion (931,231) 1 => (932,231) 0
diffusion (488,248) 1 => (488,247) 0
diffusion (336,211) 1 => (337,211) 0
diffusion (208,91) 1 => (208,90) 0
diffusion (203,179) 1 => (204,179) 0
diffusion (946,99) 1 => (945,99) 0
diffusion (51,50) 1 => (51,49) 0
diffusion (488,247) 1 => (488,248) 0
diffusion (533,199) 1 => (533,200) 0
diffusion (403,177) 1 => (403,178) 0
diffusion (942,114) 1 => (942,115) 0
diffusion (434,74) 1 => (435,74) 0
diffusion (533,200) 1 => (533,201) 0
diffusion (576,158) 1 => (577,158) 0
diffusion (421,31) 1 => (420,31) 0
diffusion (585,185) 1 => (586,185) 0
diffusion (296,21) 1 => (296,20) 0
diffusion (204,179) 1 => (204,180) 0
diffusion (435,74) 1 => (435,75) 0
diffusion (462,8) 1 => (461,8) 0
diffusion (270,125) 1 => (269,125) 0
diffusion (942,115) 1 => (942,116) 0
diffusion (165,169) 1 => (165,170) 0
diffusion (945,99) 1 => (945,100) 0
diffusion (831,7) 1 => (830,7) 0
diffusion (729,7) 1 => (728,7) 0
diffusion (366,250) 1 => (366,249) 0
diffusion (606,100) 1 => (606,99) 0
diffusion (189,149) 1 => (188,149) 0
diffusion (533,201) 1 => (533,200) 0
diffusion (533,200) 1 => (533,199) 0
diffusion (830,7) 1 => (831,7) 0
diffusion (610,75) 1 => (610,74) 0
diffusion (401,206) 1 => (401,205) 0
diffusion (586,185) 1 => (587,185) 0
diffusion (461,8) 1 => (460,8) 0
diffusion (909,185) 1 => (910,185) 0
diffusion (728,7) 1 => (728,8) 0
diffusion (636,180) 1 => (635,180) 0
diffusion (728,8) 1 => (728,9) 0
diffusion (577,158) 1 => (577,157) 0
diffusion (775,8) 1 => (774,8) 0
diffusion (139,79) 1 => (139,80) 0
diffusion (37,246) 1 => (37,245) 0
diffusion (403,178) 1 => (403,179) 0
diffusion (188,149) 1 => (188,150) 0
diffusion (488,248) 1 => (487,248) 0
diffusion (420,31) 1 => (420,32) 0
diffusion (204,180) 1 => (205,180) 0
diffusion (205,180) 1 => (206,180) 0
diffusion (701,255) 1 => (700,255) 0
diffusion (610,74) 1 => (609,74) 0
diffusion (254,243) 1 => (255,243) 0
diffusion (700,255) 1 => (699,255) 0
diffusion (484,195) 1 => (484,194) 0
diffusion (942,116) 1 => (942,117) 0
diffusion (922,228) 1 => (922,229) 0
diffusion (12,43) 1 => (12,44) 0
diffusion (165,170) 1 => (166,170) 0
diffusion (728,9) 1 => (728,10) 0
diffusion (51,49) 1 => (51,50) 0
diffusion (606,99) 1 => (605,99) 0
diffusion (460,8) 1 => (460,9) 0
diffusion (658,71) 1 => (658,70) 0
diffusion (139,80) 1 => (139,79) 0
diffusion (435,75) 1 => (435,74) 0
diffusion (945,100) 1 => (945,101) 0
diffusion (609,45) 1 => (608,45) 0
diffusion (609,74) 1 => (608,74) 0
diffusion (366,249) 1 => (366,248) 0
diffusion (910,185) 1 => (910,184) 0
diffusion (206,180) 1 => (207,180) 0
diffusion (774,8) 1 => (774,7) 0
diffusion (302,60) 1 => (302,59) 0
diffusion (255,243) 1 => (254,243) 0
diffusion (577,157) 1 => (578,157) 0
diffusion (524,22) 1 => (525,22) 0
diffusion (605,99) 1 => (606,99) 0
diffusion (587,185) 1 => (586,185) 0
diffusion (608,74) 1 => (608,73) 0
deposition: (707,45) 0
diffusion (302,59) 1 => (301,59) 0
diffusion (337,211) 1 => (338,211) 0
diffusion (606,99) 1 => (606,98) 0
diffusion (188,150) 1 => (189,150) 0
diffusion (932,231) 1 => (933,231) 0
diffusion (435,74) 1 => (435,75) 0
diffusion (12,44) 1 => (12,45) 0
diffusion (207,180) 1 => (207,181) 0
diffusion (366,248) 1 => (365,248) 0
diffusion (850,226) 1 => (849,226) 0
diffusion (272,195) 1 => (273,195) 0
diffusion (606,98) 1 => (605,98) 0
diffusion (401,205) 1 => (401,206) 0
diffusion (608,45) 1 => (607,45) 0
diffusion (189,150) 1 => (189,149) 0
diffusion (365,248) 1 => (365,249) 0
diffusion (195,77) 1 => (195,76) 0
diffusion (831,7) 1 => (830,7) 0
diffusion (365,249) 1 => (366,249) 0
diffusion (578,157) 1 => (577,157) 0
diffusion (945,101) 1 => (945,100) 0
deposition: (936,79) 0
diffusion (942,117) 1 => (942,116) 0
diffusion (699,255) 1 => (699,254) 0
diffusion (728,10) 1 => (729,10) 0
diffusion (729,10) 1 => (728,10) 0
diffusion (166,170) 1 => (166,169) 0
diffusion (37,245) 1 => (38,245) 0
deposition: (456,177) 0
diffusion (1018,221) 1 => (1018,220) 0
diffusion (635,180) 1 => (634,180) 0
diffusion (401,206) 1 => (400,206) 0
diffusion (533,199) 1 => (533,198) 0
diffusion (634,180) 1 => (634,181) 0
diffusion (269,125) 1 => (268,125) 0
diffusion (166,169) 1 => (166,170) 0
diffusion (139,79) 1 => (138,79) 0
diffusion (607,45) 1 => (608,45) 0
diffusion (189,149) 1 => (189,150) 0
diffusion (608,45) 1 => (608,44) 0
diffusion (456,177) 1 => (456,178) 0
diffusion (487,248) 1 => (487,247) 0
diffusion (608,44) 1 => (607,44) 0
diffusion (189,150) 1 => (190,150) 0
diffusion (658,70) 1 => (657,70) 0
diffusion (208,90) 1 => (207,90) 0
diffusion (435,75) 1 => (435,74) 0
diffusion (268,125) 1 => (267,125) 0
diffusion (254,243) 1 => (254,244) 0
diffusion (910,184) 1 => (910,183) 0
diffusion (657,70) 1 => (657,71) 0
diffusion (138,79) 1 => (138,78) 0
diffusion (412,138) 1 => (413,138) 0
diffusion (51,50) 1 => (51,49) 0
diffusion (728,10) 1 => (729,10) 0
diffusion (586,185) 1 => (586,186) 0
diffusion (207,181) 1 => (206,181) 0
diffusion (464,84) 1 => (465,84) 0
diffusion (267,125) 1 => (267,126) 0
diffusion (586,186) 1 => (586,185) 0
diffusion (400,206) 1 => (400,207) 0
diffusion (910,183) 1 => (909,183) 0
diffusion (456,178) 1 => (455,178) 0
diffusion (273,195) 1 => (273,194) 0
diffusion (608,73) 1 => (608,74) 0
diffusion (605,98) 1 => (605,99) 0
diffusion (207,90) 1 => (207,89) 0
diffusion (729,10) 1 => (729,11) 0
diffusion (301,59) 1 => (302,59) 0
diffusion (605,99) 1 => (604,99) 0
diffusion (849,226) 1 => (848,226) 0
diffusion (338,211) 1 => (337,211) 0
diffusion (455,178) 1 => (454,178) 0
diffusion (933,231) 1 => (932,231) 0
diffusion (296,20) 1 => (296,19) 0
diffusion (484,194) 1 => (484,195) 0
diffusion (12,45) 1 => (13,45) 0
diffusion (50,243) 1 => (49,243) 0
diffusion (190,150) 1 => (191,150) 0
diffusion (403,179) 1 => (403,178) 0
diffusion (586,185) 1 => (586,186) 0
diffusion (932,231) 1 => (932,230) 0
diffusion (932,230) 1 => (933,230) 0
diffusion (1018,220) 1 => (1019,220) 0
diffusion (604,99) 1 => (604,100) 0
diffusion (634,181) 1 => (633,181) 0
diffusion (942,116) 1 => (942,115) 0
diffusion (484,195) 1 => (483,195) 0
diffusion (296,19) 1 => (296,18) 0
deposition: (1010,183) 0
diffusion (138,78) 1 => (138,79) 0
diffusion (465,84) 1 => (465,85) 0
diffusion (138,79) 1 => (137,79) 0
diffusion (420,32) 1 => (421,32) 0
diffusion (633,181) 1 => (632,181) 0
diffusion (254,244) 1 => (253,244) 0
diffusion (435,74) 1 => (435,73) 0
diffusion (253,244) 1 => (254,244) 0
diffusion (166,170) 1 => (167,170) 0
diffusion (191,150) 1 => (192,150) 0
diffusion (366,249) 1 => (367,249) 0
diffusion (167,170) 1 => (168,170) 0
diffusion (403,178) 1 => (403,179) 0
diffusion (465,85) 1 => (464,85) 0
diffusion (1019,220) 1 => (1020,220) 0
diffusion (302,59) 1 => (303,59) 0
diffusion (435,73) 1 => (435,72) 0
diffusion (421,32) 1 => (421,31) 0
diffusion (413,138) 1 => (413,139) 0
diffusion (460,9) 1 => (460,10) 0
diffusion (774,7) 1 => (774,6) 0
diffusion (206,181) 1 => (205,181) 0
diffusion (848,226) 1 => (848,225) 0
diffusion (13,23) 1 => (13,24) 0
diffusion (38,245) 1 => (39,245) 0
diffusion (607,44) 1 => (607,43) 0
diffusion (435,72) 1 => (435,73) 0
diffusion (13,45) 1 => (13,44) 0
diffusion (254,244) 1 => (254,245) 0
diffusion (586,186) 1 => (587,186) 0
diffusion (909,183) 1 => (909,182) 0
diffusion (51,49) 1 => (51,48) 0
diffusion (1010,183) 1 => (1011,183) 0
diffusion (13,44) 1 => (12,44) 0
diffusion (604,100) 1 => (603,100) 0
diffusion (49,243) 1 => (49,244) 0
diffusion (483,195) 1 => (483,196) 0
diffusion (1011,183) 1 => (1012,183) 0
diffusion (942,115) 1 => (942,116) 0
diffusion (830,7) 1 => (829,7) 0
diffusion (483,196) 1 => (484,196) 0
diffusion (296,18) 1 => (297,18) 0
diffusion (12,44) 1 => (12,43) 0
diffusion (632,181) 1 => (632,182) 0
diffusion (403,179) 1 => (402,179) 0
diffusion (774,6) 1 => (775,6) 0
diffusion (464,85) 1 => (463,85) 0
diffusion (608,74) 1 => (608,75) 0
diffusion (942,116) 1 => (941,116) 0
diffusion (413,139) 1 => (412,139) 0
diffusion (137,79) 1 => (137,80) 0
diffusion (254,245) 1 => (254,244) 0
diffusion (137,80) 1 => (138,80) 0
diffusion (49,244) 1 => (49,243) 0
diffusion (254,244) 1 => (253,244) 0
diffusion (829,7) 1 => (830,7) 0
diffusion (13,24) 1 => (13,25) 0
diffusion (1012,183) 1 => (1013,183) 0
diffusion (945,100) 1 => (944,100) 0
diffusion (699,254) 1 => (698,254) 0
diffusion (922,229) 1 => (921,229) 0
diffusion (168,170) 1 => (169,170) 0
diffusion (1020,220) 1 => (1021,220) 0
diffusion (487,247) 1 => (487,248) 0
diffusion (12,43) 1 => (12,42) 0
diffusion (729,11) 1 => (730,11) 0
diffusion (607,43) 1 => (608,43) 0
diffusion (933,230) 1 => (934,230) 0
diffusion (39,245) 1 => (39,246) 0
diffusion (421,31) 1 => (420,31) 0
diffusion (707,45) 1 => (706,45) 0
diffusion (936,79) 1 => (936,78) 0
diffusion (533,198) 1 => (533,199) 0
diffusion (921,229) 1 => (920,229) 0
diffusion (267,126) 1 => (268,126) 0
diffusion (435,73) 1 => (435,72) 0
diffusion (273,194) 1 => (273,195) 0
